generation,popsize,rhoxp,rhoxq,rhopq,sx,sp,sq,-1.25,-1.2,-1.15,-1.1,-1.05,-1,-0.95,-0.9,-0.85,-0.8,-0.75,-0.7,-0.65,-0.6,-0.55,-0.5,-0.45,-0.4,-0.35,-0.3,-0.25,-0.2,-0.15,-0.1,-0.05,0,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,1,1.05,1.1,1.15,1.2,-5,-4.8,-4.6,-4.4,-4.2,-4,-3.8,-3.6,-3.4,-3.2,-3,-2.8,-2.6,-2.4,-2.2,-2,-1.8,-1.6,-1.4,-1.2,-1,-0.8,-0.6,-0.4,-0.2,0,0.2,0.4,0.6,0.8,1,1.2,1.4,1.6,1.8,2,2.2,2.4,2.6,2.8,3,3.2,3.4,3.6,3.8,4,4.2,4.4,4.6,4.8,-5,-4.8,-4.6,-4.4,-4.2,-4,-3.8,-3.6,-3.4,-3.2,-3,-2.8,-2.6,-2.4,-2.2,-2,-1.8,-1.6,-1.4,-1.2,-1,-0.8,-0.6,-0.4,-0.2,0,0.2,0.4,0.6,0.8,1,1.2,1.4,1.6,1.8,2,2.2,2.4,2.6,2.8,3,3.2,3.4,3.6,3.8,4,4.2,4.4,4.6,4.8
0,100,nan,nan,1,0,4.35866e-18,1.56912e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,681,-0.0401683,0.0128198,0.00324563,0.0743808,0.075828,0.0650546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0191083,0.10828,0.573248,0.796178,1,0.968153,0.656051,0.203822,0.0127389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116959,0.979532,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52349,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,699,-0.00411462,0.0363726,0.0976831,0.107192,0.0995101,0.0745806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0647482,0.0647482,0.323741,0.654676,1,0.863309,0.697842,0.784173,0.338129,0.0791367,0.057554,0.0359712,0.028777,0.0359712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0307692,1,0.735897,0.025641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.773537,0.00508906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,823,0.0475061,-0.00207021,0.0269917,0.194262,0.102022,0.0897983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00900901,0.198198,0.585586,0.954955,1,0.873874,0.891892,0.621622,0.441441,0.387387,0.279279,0.216216,0.0990991,0.0810811,0.225225,0.36036,0.171171,0.018018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0350195,1,0.51751,0.0486381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0240385,1,0.954327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,1056,-0.0893791,-0.0018375,0.0770346,0.341048,0.139464,0.0820828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016129,0.145161,0.580645,1,0.709677,0.733871,0.895161,0.645161,0.282258,0.16129,0.112903,0.193548,0.0967742,0.104839,0.0645161,0.169355,0.201613,0.225806,0.370968,0.58871,0.629032,0.491935,0.0967742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254937,1,0.522442,0.118492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0146843,1,0.531571,0.00440529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,1146,0.0583603,-0.0397625,0.19454,0.406092,0.140488,0.0873418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00787402,0.110236,0.204724,0.488189,0.866142,0.834646,1,0.732283,0.582677,0.275591,0.251969,0.110236,0.023622,0.173228,0.110236,0.133858,0.110236,0.0629921,0.0629921,0.125984,0.19685,0.346457,0.496063,0.598425,0.582677,0.330709,0.0944882,0.110236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00877193,0.336842,1,0.585965,0.0789474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099734,1,0.421543,0.00265957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,1200,0.0781352,0.0126786,0.13981,0.453555,0.126952,0.0910404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117117,0.315315,0.54955,0.630631,0.792793,0.936937,1,0.747748,0.351351,0.45045,0.351351,0.18018,0.198198,0.117117,0.036036,0.0540541,0.0810811,0.18018,0.216216,0.0720721,0.0630631,0.297297,0.387387,0.45045,0.414414,0.657658,0.468468,0.45045,0.243243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00633914,0.158479,1,0.649762,0.0871632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102384,1,0.580645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,1339,-0.0214305,-0.0315317,0.158467,0.488364,0.132142,0.0935468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0882353,0.382353,0.313725,0.254902,0.735294,1,0.941176,0.823529,0.558824,0.715686,0.509804,0.205882,0.313725,0.352941,0.421569,0.284314,0.186275,0.313725,0.0882353,0.0294118,0.205882,0.303922,0.166667,0.205882,0.186275,0.421569,0.647059,0.627451,0.480392,0.460784,0.303922,0.598039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00148588,0.172363,1,0.71471,0.0980684,0.00297177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0854139,1,0.671485,0.00262812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,1464,0.0666755,0.0219032,0.11363,0.531115,0.164868,0.0932737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0280374,0.17757,0.299065,0.373832,0.775701,1,0.850467,0.691589,0.411215,0.411215,0.317757,0.214953,0.252336,0.214953,0.439252,0.523364,0.579439,0.420561,0.373832,0.373832,0.252336,0.317757,0.271028,0.168224,0.168224,0.11215,0.149533,0.158879,0.308411,0.439252,0.411215,0.598131,0.514019,0.411215,0.672897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120301,0.323308,1,0.633083,0.222556,0.0105263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035409,1,0.722833,0.029304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
